Track name,Artist name,Album,Playlist name,Type,ISRC
Extravagant Traveller,Kool Keith,Matthew,Hip Hop,Playlist,US85G0030146
I Don't Care,Audio Two,What More Can I Say,Hip Hop,Playlist,USAT20504449
Genesis,DJ Raw B,Uncorrupted,Hip Hop,Playlist,TCAEP2074511
Where It All Started,Ohmega Watts,The Find,Hip Hop,Playlist,USUR40517402
Seasons (f. Masta Ace) [Deluxe Edition],Cunninlynguists,Southernunderground [Deluxe Edition],Hip Hop,Playlist,USTCD1009217
The Return,Bobby J From Rockaway,Summer Classics,Hip Hop,Playlist,QZFZ31965036
Spongebob,billy woods,Hiding Places,Hip Hop,Playlist,QM4TX1950091
Daytona 500 (feat. Raekwon & Cappadonna),Ghostface Killah,Ironman,Hip Hop,Playlist,USSM19604194
Conscious Style (feat. KRS-One),Poor Righteous Teachers,The New World Order,Hip Hop,Playlist,USAR11500126
One Day,UGK,Ridin' Dirty,Hip Hop,Playlist,USJI10300107
Beware,Big Pun,Capital Punishment,Hip Hop,Playlist,USLR59900106
I Know You Got Soul,Eric B. & Rakim,Paid In Full (Deluxe Edition),Hip Hop,Playlist,USIR28700018
Just Say No,Young MC,Stone Cold Rhymin' (Deluxe Edition),Hip Hop,Playlist,USA370507655
The Ride,Utfo,Hits,Hip Hop,Playlist,US39N0400355
Streets Won't Let Me Chill,Diamond District,In the Ruff,Hip Hop,Playlist,USKVL0910064
When I Was Young F. Natti & Substantial,Kno of Cunninlynguists,Death Is Silent,Hip Hop,Playlist,TCAAR1094205
Along Came a Biter,BUSDRIVER,Temporary Forever,Hip Hop,Playlist,US25X0801103
Time's Up,O.C.,Word...Life (Deluxe Edition),Hip Hop,Playlist,US6R21482693
Rock Stars,Non Phixion,The Future Is Now,Hip Hop,Playlist,TCAAS1042236
The Weight Debate,The Boss Hog Barbarians,J-Zone & Celph Titled Are... The Boss Hog Barbarians: Every Hog Has Its Day,Hip Hop,Playlist,USI4R0806206
"Da Mystery of Chessboxin' (feat. Method Man, U-God, Inspectah Deck, Raekwon, Ol' Dirty Bastard, Ghostface Killah & Masta Killa)",Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip Hop,Playlist,USRC19300131
Typical American,The Goats,Tricks of the Shade,Hip Hop,Playlist,USSM19919854
A Minute To Pray And A Second To Die,Scarface,Mr. Scarface Is Back,Hip Hop,Playlist,USVI20200174
School 'Em,Edo. G,My Own Worst Enemy,Hip Hop,Playlist,QM6N21975520
Audacity (Parts 1 & 2),Ugly Duckling,Audacity,Hip Hop,Playlist,US6881000188
Shoot Me In The Head,R.A. The Rugged Man,Legends Never Die,Hip Hop,Playlist,USHKR0915909
Concrete Schoolyard,Jurassic 5,J5 (Deluxe Edition),Hip Hop,Playlist,US2Q80800050
Killjoy (feat. Aesop Rock),Rob Sonic,Alice in Thunderdome,Hip Hop,Playlist,TCABZ1416398
One Brick,Aesop Rock,Labor Days,Hip Hop,Playlist,USA4T0401306
Now,Eyedea & Abilities,E&A,Hip Hop,Playlist,USBWK1100169
Rock Co.Kane Flow (feat. MF Doom),De La Soul,The Grind Date,Hip Hop,Playlist,GBAJE0401077
'Bout That Time,Large Professor,1st Class,Hip Hop,Playlist,USMTD0250902
Krystal Karrington,Camp Lo,Uptown Saturday Night,Hip Hop,Playlist,USAR19901559
Run The Line,Peanut Butter Wolf,My Vinyl Weighs a Ton,Hip Hop,Playlist,US2S79917018
Mad Scientist,Large Professor,The LP,Hip Hop,Playlist,USL5R0800705
Run,Ghostface Killah,The Pretty Toney Album,Hip Hop,Playlist,USDJ20400305
Savagely Attack (feat. Ghostface Killah),CZARFACE,Inspectah Deck + 7L & Esoteric = CZARFACE,Hip Hop,Playlist,US4UZ1300006
Pop Shots - produced by DJ Premier,Ol' Dirty Bastard,Osirus - The Official Mixtape,Hip Hop,Playlist,US25T0615219
Show & Prove,Big Daddy Kane,Daddy's Home,Hip Hop,Playlist,USMC19443100
Mad Ammo,Celph Titled,Nineteen Ninety Now,Hip Hop,Playlist,USI4R1040831
Detroit State of Mind,Elzhi,Elmatic,Hip Hop,Playlist,USUYG1011144
Pass The 40,Black Sheep,A Wolf In Sheep's Clothing,Hip Hop,Playlist,USWWW0128423
How The Fuck Would You Know,Positive K,The Skills Dat Pay Da Bills,Hip Hop,Playlist,USUM71507945
Jazzy Belle,Outkast,ATLiens,Hip Hop,Playlist,USLF29600148On My Block,Scarface,The Fix,Hip Hop,Playlist,USDJ20200550
MC's Act Like They Don't Know,KRS-One,KRS-One,Hip Hop,Playlist,USJI18800016
Grindin',Clipse,Lord Willin',Hip Hop,Playlist,USAR10100812
Hood Took Me Under,Compton's Most Wanted,Music To Driveby,Hip Hop,Playlist,USSM10026625
La Schmoove,FU-Schnickens,F.U.-Don't Take It Personal,Hip Hop,Playlist,USJI19200002
So You Want to Be a Gangster,Too $hort,Shorty The Pimp,Hip Hop,Playlist,USJI10301260
Verbal Intercourse (feat. Ghostface Killah & Nas),Raekwon,Only Built 4 Cuban Linx...,Hip Hop,Playlist,USRC19502501
99 Problems,JAY-Z,The Black Album,Hip Hop,Playlist,USDJ20301460
Fuck Em,Geto Boys,The Geto Boys,Hip Hop,Playlist,USZXT1019762
Sure Shot,Beastie Boys,Ill Communication,Hip Hop,Playlist,USCA29400046
"It's My Beat - 7"" Single Version",Sweet Tee,Giant Single: Profile Records Rap Anthology,Hip Hop,Playlist,USAR11100212
Kool Keith Housing Things,Ultramagnetic MC's,Critical Beatdown (Re-Issue),Hip Hop,Playlist,NLA329617057
Ruff Ruff (feat. Freddie Foxxx),Boogie Down Productions,Sex & Violence,Hip Hop,Playlist,USJI10301407
Supreme Squad,O.C. & A.G.,Oasis,Hip Hop,Playlist,USHKR0913413
Juice (Know The Ledge) - Main Mix,Eric B. & Rakim,Gold,Hip Hop,Playlist,USMC19137360
The Incredible,J-Live,Reveal The Secret EP,Hip Hop,Playlist,USUYG1028465
Holy Calamity [Bear Witness II],Handsome Boy Modeling School,So..Hows Your Girl,Hip Hop,Playlist,USTB10300523
The Do Wop,LL COOL J,Bigger And Deffer,Hip Hop,Playlist,USDJ28700011
Give The People,EPMD,Business As Usual,Hip Hop,Playlist,USDJ29000049
Public Execution,7L & Esoteric,The Soul Purpose,Hip Hop,Playlist,USFZH0600585
Black Sheriff,Kool Keith,Your Mom is My Wife,Hip Hop,Playlist,US85G3022002
Rockin' Funky Lyrics,Jazz Spastiks,Remixes: Made for the Underground (Deluxe Edition),Hip Hop,Playlist,DEQ021805094
The Three Kings (feat. Erick Sermon & Havoc),Diamond D,The Diam Piece 2,Hip Hop,Playlist,USUYG1252766
Run Away Sucker,Bronx Slang,Bronx Slang,Hip Hop,Playlist,UKNM21800022
In The Ghetto,Eric B. & Rakim,The 18th Letter / The Book Of Life,Hip Hop,Playlist,USMC19032039
Rock the Beat,Derek B,Legends - Derek B,Hip Hop,Playlist,DK5C50000839
Ghetto Bass Ii,2 LIVE CREW,Move Somethin',Hip Hop,Playlist,US4SC0500102
Street Corner Shit,Rasheed Chappell,First Brick,Hip Hop,Playlist,USD8A1806009
Lyrical King (From the Boogie Down Bronx),T La Rock,Lyrical King from the Boogie Down Bronx,Hip Hop,Playlist,USWR31650501
Old School Jam,dj honda,dj honda (Japan Edition),Hip Hop,Playlist,US2R20400026
Kick the Ballistics,Godfather Don,Straight from the Gutter / Kick the Ballistics,Hip Hop,Playlist,GBMJG1815535
Rampage,EPMD,Business As Usual,Hip Hop,Playlist,USDJ29000043
A Day At The Races,Jurassic 5,Power In Numbers,Hip Hop,Playlist,USIR10211370
Kool Is Back,Kool G Rap & DJ Polo,Wanted: Dead or Alive,Hip Hop,Playlist,CA5KR1969409
Oh My Darling Don't Cry,Run The Jewels,Run The Jewels 2,Hip Hop,Playlist,QM8RL1400014
Back To Back Rhyming,Lord Finesse,Funky Technician,Hip Hop,Playlist,USZXT0809953
Elements,DJ Revolution,Elements,Hip Hop,Playlist,US92U1904902
Unstoppable,Godfather Don,Exotic Essentials,Hip Hop,Playlist,DEQ022110266
Respiration,Black Star,Mos Def & Talib Kweli Are Black Star,Hip Hop,Playlist,USRW50200111
Your Mom is My Wife,Kool Keith,Your Mom is My Wife,Hip Hop,Playlist,US85G3022001
Quality Control,Jurassic 5,Quality Control,Hip Hop,Playlist,USIR10000157
I Can,Nas,God's Son,Hip Hop,Playlist,USSM10212659
Run For Cover,Eric B. & Rakim,Let The Rhythm Hit 'Em,Hip Hop,Playlist,USMC19032042
Yoke the Joker,Naughty By Nature,Naughty By Nature,Hip Hop,Playlist,USTB10300151
Off the Books (feat. Big Pun & Cuban Link),The Beatnuts,Off the Books,Hip Hop,Playlist,USLR50100114
Definition,Black Star,Mos Def & Talib Kweli Are Black Star,Hip Hop,Playlist,USRW50200103
The Days Of Old,Paris,Sleeping With The Enemy (The Deluxe Edition),Hip Hop,Playlist,US25T0610811
DWYCK,Gang Starr,Hard To Earn,Hip Hop,Playlist,USCH39200023
Get Retarded,Canibus,Can-i-bus,Hip Hop,Playlist,USUR19801175
Hip Hop,Mos Def,Black On Both Sides,Hip Hop,Playlist,USRW50200225
The Devil Made Me Do It,Paris,The Devil Made Me Do It (The Deluxe Edition),Hip Hop,Playlist,US25T0610794
It Sounded Like a Roc!,KMD,Black Bastards Deluxe Edition,Hip Hop,Playlist,USFZH1500096
Park Joint,Camp Lo,Uptown Saturday Night,Hip Hop,Playlist,USAR19700493
Intelligent Hoodlum,Intelligent Hoodlum,Intelligent Hoodlum,Hip Hop,Playlist,USUM71818064
Fakin The Funk,Main Source,WIld Pitch Classics,Hip Hop,Playlist,USZXT0809879
Duck Down,Boogie Down Productions,Sex & Violence,Hip Hop,Playlist,USJI10301403
Time To Rock Our Shit,People Under The Stairs,The Next Step,Hip Hop,Playlist,USOM80103310
B-Boy Document '99,The High & Mighty,Home Field Advantage,Hip Hop,Playlist,US3V89910121
Butt In The Meantime,Black Sheep,A Wolf In Sheep's Clothing,Hip Hop,Playlist,USWWW0128429
Clones,The Roots,Illadelph Halflife,Hip Hop,Playlist,USGF19697201
B.I.B.L.E. (Basic Instructions Before Leaving Earth),GZA,Liquid Swords,Hip Hop,Playlist,USGF19581309
Dangerous,O.C.,Jewelz,Hip Hop,Playlist,USLR29710087
Funky Child,Lords Of The Underground,Here Come The Lords,Hip Hop,Playlist,USCA29301651
Hazmat Rap,CZARFACE,Inspectah Deck + 7L & Esoteric = CZARFACE,Hip Hop,Playlist,US4UZ1300014
Played Like A Piano,King Tee,At Your Own Risk,Hip Hop,Playlist,USCA29000196
In the Trunk,Too $hort,Shorty The Pimp,Hip Hop,Playlist,USJI10301253
Swing,Camp Lo,Uptown Saturday Night,Hip Hop,Playlist,USAR19700498
Deep Space 9mm,El-P,Fantastic Damage,Hip Hop,Playlist,USA4T0402703
3 Tha Hard Way,Bahamadia,Kollage,Hip Hop,Playlist,USCA29502322
Next Level - Nyte Time Mix,Showbiz & A.G.,Goodfellas,Hip Hop,Playlist,USUM71411868
Kick A Dope Verse,Cenobites,TRUE UNDERGROUND HIP HOP 2,Hip Hop,Playlist,JPB531400570
Rock The Bells,LL COOL J,Radio,Hip Hop,Playlist,USDJ28500006
B.O.B. - Bombs Over Baghdad,Outkast,Stankonia,Hip Hop,Playlist,USLF20000442
Monster,Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,Playlist,USUM71026158
The Corner,Common,Be,Hip Hop,Playlist,USMC10500090
Patience,"Nas & Damian ""Jr. Gong"" Marley",Distant Relatives,Hip Hop,Playlist,USUM71010817
How I Could Just Kill a Man,Cypress Hill,Cypress Hill,Hip Hop,Playlist,USSM19901632
The Ghetto,Too $hort,Short Dog's In The House,Hip Hop,Playlist,USJI10301372
Streets of New York,Kool G Rap & DJ Polo,Streets of New York,Hip Hop,Playlist,SE5751893631
I Got It Made,Special Ed,Youngest in Charge,Hip Hop,Playlist,USAR10800069
Peter Piper,Run–D.M.C.,Raising Hell,Hip Hop,Playlist,USAR19900057
Bring The Noise,Public Enemy,It Takes A Nation Of Millions To Hold Us Back,Hip Hop,Playlist,USDJ28800014
Looking At The Front Door,Main Source,Breaking Atoms,Hip Hop,Playlist,USZXT0810162
Point of No Return,Immortal Technique,Revolutionary Vol. 2,Hip Hop,Playlist,USA560444144
Correct Techniques,Awon,Return to the Golden Era,Hip Hop,Playlist,TCABP1360543
Keep It Movin',Qwel & Maker,Beautiful Raw,Hip Hop,Playlist,USV291376042
I Am the Chaos,Vinnie Paz,As Above so Below,Hip Hop,Playlist,TCAEP2046531
The Slayers Club,R.A. The Rugged Man,All My Heroes Are Dead,Hip Hop,Playlist,USHKR0918415
walking in the snow,Run The Jewels,RTJ4,Hip Hop,Playlist,QMRSZ2001023
Hedges,Epic Beard Men,This Was Supposed to Be Fun,Hip Hop,Playlist,USMUR1900007
The Science,Murs,Murs For President,Hip Hop,Playlist,USWB10806266
Crocodile Tears,billy woods,History Will Absolve Me,Hip Hop,Playlist,USA371692423
Knick Knack Patty Wack,EPMD,Unfinished Business,Hip Hop,Playlist,USPO18900009
Welcome To The Terrordome,Pharoahe Monch,Desire,Hip Hop,Playlist,USUM70731070
Going Way Back,Just-Ice,Sir Vicious: The Best of Just-Ice,Hip Hop,Playlist,USWR30753173
Comin' in the House (Vocal Mix),Mikey D,Out of Control / Comin' in the House,Hip Hop,Playlist,QMV7Z1500149
Mural,Lupe Fiasco,Tetsuo & Youth,Hip Hop,Playlist,USAT21405241
The Book of Soul,Ab-Soul,Control System,Hip Hop,Playlist,TCABG1203599
Rodney King,Thurz,L.A. Riot,Hip Hop,Playlist,TCAAZ1173323
I Get Around,2Pac,Strictly 4 My N.I.G.G.A.Z...,Hip Hop,Playlist,USIR19300816
Rocket Fuel (feat. De La Soul),DJ Shadow,Our Pathetic Age,Hip Hop,Playlist,QM8RL1900885
Golden Era (feat. Joey Bada$$),PRhyme,PRhyme (Deluxe Version),Hip Hop,Playlist,USA2P1557089
Dostoyevsky,Black Thought,Streams of Thought Vol.1,Hip Hop,Playlist,QM24S1814829
Rubber Bands & Weight,Benny The Butcher,Tana Talk 3,Hip Hop,Playlist,USUYG1228358
Something Good,UGK,Too Hard To Swallow,Hip Hop,Playlist,USJI10300099
Holla-Loo-Yuh,R.A. The Rugged Man,Legends Never Die,Hip Hop,Playlist,USHKR0915907
Daughters,Nas,Life Is Good,Hip Hop,Playlist,USUM71204447
As The Rhyme Goes On,Eric B. & Rakim,Paid In Full (Deluxe Edition),Hip Hop,Playlist,USIR28700021
Prophets Of Rage,Public Enemy,It Takes A Nation Of Millions To Hold Us Back,Hip Hop,Playlist,USDJ28800027
CussWords,Too $hort,Life Is...Too $hort,Hip Hop,Playlist,USJI10301157
Conjure the Legions,Army Of The Pharaohs,Heavy Lies the Crown,Hip Hop,Playlist,US6R21495844
Tangible Dream,Oddisee,Tangible Dream,Hip Hop,Playlist,QMBZ91326399
No. 99,Joey Bada$$,B4.DA.$$,Hip Hop,Playlist,QMKSC1400040
Rightstarter (Message To A Black Man),Public Enemy,Yo! Bum Rush The Show,Hip Hop,Playlist,USDJ28800006
Diary Of A Madman,Scarface,Mr. Scarface Is Back,Hip Hop,Playlist,USNPD1000345
Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),Hip Hop,Playlist,USUM71314079
Dis Groove Is Bad,Schoolly D,Saturday Night! The Album (Expanded Edition),Hip Hop,Playlist,USJI10700046
N.Y. State of Mind,Nas,Illmatic,Hip Hop,Playlist,USSM10017351
Love's Gonna Get'cha (Material Love),Boogie Down Productions,Edutainment,Hip Hop,Playlist,USJI19000001
Can't Truss It,Public Enemy,Apocalypse 91… The Enemy Strikes Black,Hip Hop,Playlist,USDJ29100004
99 Problems,ICE-T,Home Invasion,Hip Hop,Playlist,GBAAA9301520
100 Miles And Runnin',N.W.A.,100 Miles And Runnin',Hip Hop,Playlist,USPO19000001
Language Of Violence,The Disposable Heroes Of Hiphoprisy,Hypocrisy Is The Greatest Luxury,Hip Hop,Playlist,USIR29100034
Best Kept Secret,Diamond D,Best of the Past Hip-Hop,Hip Hop,Playlist,USCRP1101332
Step In The Arena,Gang Starr,Step In The Arena,Hip Hop,Playlist,USCH39100012
International Zone Coaster,Leaders of the New School,A Future Without A Past,Hip Hop,Playlist,USEE19100068
The Full Retard,El-P,Cancer 4 Cure,Hip Hop,Playlist,USFP71227002
Everything's Gonna Be Alright,Naughty By Nature,Naughty By Nature,Hip Hop,Playlist,USTB10300154
Check the Rhime,A Tribe Called Quest,The Low End Theory,Hip Hop,Playlist,USJI19100005
Hip Hop Junkies,Nice & Smooth,Def Jam 25: Vol. 2 - DJ Bring That Back (1996-1984) [Explicit Version],Hip Hop,Playlist,USDJ29100022
Brothers Gonna Work It Out,Public Enemy,Fear Of A Black Planet,Hip Hop,Playlist,USDJ29000016
Two to the Head,Kool G Rap & DJ Polo,Live and Let Die (Deluxe Version),Hip Hop,Playlist,USFZH0801454
Rappaz R. N. Dainja,KRS-One,The Essential Boogie Down Productions / KRS-One,Hip Hop,Playlist,USJI10900779
So Wat Cha Sayin',EPMD,Unfinished Business,Hip Hop,Playlist,USPO18900001
Smooth Operator,Big Daddy Kane,It's A Big Daddy Thing,Hip Hop,Playlist,USRE10000028
Pop Goes The Weasel,3rd Bass,Derelicts Of Dialect,Hip Hop,Playlist,USDJ29500109
Go See the Doctor,Kool Moe Dee,Kool Moe Dee (Bonus Track Version),Hip Hop,Playlist,USJI18600001
Squeeze the Trigger,ICE-T,Rhyme Pays,Hip Hop,Playlist,USWB19903430
Rock Dis Funky Joint,Poor Righteous Teachers,Holy Intellect (Expanded Edition),Hip Hop,Playlist,USAR10401169
911 Is A Joke,Public Enemy,Fear Of A Black Planet,Hip Hop,Playlist,USDJ29000017
Joy and Pain,Rob Base & DJ EZ Rock,It Takes Two,Hip Hop,Playlist,USAR19900335
Big Ole Butt,LL COOL J,Walking With A Panther,Hip Hop,Playlist,USDJ28900011
The Humpty Dance,Digital Underground,Sex Packets,Hip Hop,Playlist,USTB10300377
Still D.R.E.,Dr. Dre,2001,Hip Hop,Playlist,USIR19905031
Nas Is Like,Nas,I Am...,Hip Hop,Playlist,USSM19804988
Renee,Lost Boyz,Legal Drug Money,Hip Hop,Playlist,USUR10001538
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,Let Me Clear My Throat,Hip Hop,Playlist,USSM19802892
Hard Knock Life (Ghetto Anthem),JAY-Z,Vol.2... Hard Knock Life,Hip Hop,Playlist,USRL19800886
Let Me Ride,Dr. Dre,The Chronic,Hip Hop,Playlist,USKO10403558
Luchini AKA This Is It,Camp Lo,Uptown Saturday Night,Hip Hop,Playlist,USAR19700492
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",Wu-Tang Clan,Wu-Tang Forever,Hip Hop,Playlist,USLR59900487
The Choice Is Yours (Revisited),Black Sheep,A Wolf In Sheep's Clothing,Hip Hop,Playlist,USWWW0128427
It Was A Good Day,Ice Cube,The Predator (World) [Explicit],Hip Hop,Playlist,USPO19250006
"Nuthin' But A ""G"" Thang",Dr. Dre,The Chronic,Hip Hop,Playlist,USKO10403560
Chief Rocka,Lords Of The Underground,Here Come The Lords,Hip Hop,Playlist,USCA29401347
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip Hop,Playlist,USRC19300133
First Love Blues,Murs,Varsity Blues 2 - EP,Hip Hop,Playlist,USUYG1107937
The People's Champ,R.A. The Rugged Man,Legends Never Die,Hip Hop,Playlist,USHKR0915902
Shut 'Em Down,Public Enemy,Apocalypse 91… The Enemy Strikes Black,Hip Hop,Playlist,USDJ29100011
Not Really,Homeboy Sandman,First of a Living Breed,Hip Hop,Playlist,US2S71201010
Colors,ICE-T,Colors,Hip Hop,Playlist,USWB11402040
It's Yours (Radio Mix),T La Rock,It's Yours,Hip Hop,Playlist,QMV7W1300100
The Shape Of Things To Come,Dilated Peoples,The Platform,Hip Hop,Playlist,USCA20000218
Rapp Snitch Knishes (feat. Mr. Fantastik),MF DOOM,MM..FOOD,Hip Hop,Playlist,USBWK0700049
Uzi (Pinky Ring),Wu-Tang Clan,Wu-Tang Iron Flag,Hip Hop,Playlist,USLR50100347
Run The Jewels,Run The Jewels,Run The Jewels,Hip Hop,Playlist,QM8RL1400004
Blue Flowers,Dr. Octagon,Dr. Octagonecologyst,Hip Hop,Playlist,GBAQH9600200
Scarface,Geto Boys,The Geto Boys,Hip Hop,Playlist,USZXT1019772
Run,Schoolly D,How A Black Man Feels,Hip Hop,Playlist,USCA29101858
Hickeys Around My Neck,Audio Two,What More Can I Say,Hip Hop,Playlist,USAT20504452
Unstoppable,Public Enemy,He Got Game (Soundtrack),Hip Hop,Playlist,USDJ29800741
Magnetizing,Handsome Boy Modeling School,So...How's Your Girl?,Hip Hop,Playlist,USTB10300517
Manifest,Gang Starr,Mass Appeal: The Best Of Gang Starr (Explicit),Hip Hop,Playlist,USCA28901714
Soul Clap,Showbiz & A.G.,Runaway Slave,Hip Hop,Playlist,USWWW0201371
The Ruler's Back,Slick Rick,The Great Adventures Of Slick Rick (Deluxe Edition),Hip Hop,Playlist,USDJ28800031
Ex-Girl To Next Girl,Gang Starr,Daily Operation,Hip Hop,Playlist,USCH39200025
Break The Grip Of Shame,Paris,The Devil Made Me Do It (The Deluxe Edition),Hip Hop,Playlist,US25T0610789
Put It On,Big L,Lifestylez Ov Da Poor & Dangerous,Hip Hop,Playlist,USSM10022977
Bust Shots,Wu-Block,Wu-Block,Hip Hop,Playlist,USKO11202483
Legendary Street Team,Kool G Rap,Lyricist Lounge Volume 2,Hip Hop,Playlist,USRW50200214
Uptown Anthem,Naughty By Nature,Naughty By Nature,Hip Hop,Playlist,USTB10250112
Scarface Groove,Paris,The Devil Made Me Do It (The Deluxe Edition),Hip Hop,Playlist,US25T0610786
Hand On the Pump,Cypress Hill,Cypress Hill,Hip Hop,Playlist,USSM19901633
The Piece Maker,Tony Touch,The Piece Maker,Hip Hop,Playlist,USTB10000021
Clockwork,Blackalicious,A2G EP,Hip Hop,Playlist,US2P20410459
Style Warz,Styles Of Beyond,2000 Fold,Hip Hop,Playlist,US3260400002
Rapid Eye Movement,Pharoahe Monch,PTSD - Post Traumatic Stress Disorder,Hip Hop,Playlist,USQY51410017
The Bridge Is Over,Boogie Down Productions,Criminal Minded (Deluxe),Hip Hop,Playlist,USWR31600707
New York (Ya Out There),Rakim,The 18th Letter / The Book Of Life,Hip Hop,Playlist,USUR19700374
The Breakdown,People Under The Stairs,O.S.T.,Hip Hop,Playlist,USOM80310520
Style Wars (Vocal),Hijack,Style Wars,Hip Hop,Playlist,TCABX1433344
Dope on Plastic,Uptown,Tommy Boy Essentials: Hip-Hop Volume 1,Hip Hop,Playlist,USRH10652542
Mahogany,Eric B. & Rakim,Let The Rhythm Hit 'Em,Hip Hop,Playlist,USMC19032044
Sweatshop Deathrock,Virtuoso,Independent Warriors - Goon Musick Compilation,Hip Hop,Playlist,DELJ81592823
Top Billin',MC Lyte,Seven & Seven,Hip Hop,Playlist,USEW19800093
Real Muthaphuckkin' G's,Eazy-E,Gangsta Memorial,Hip Hop,Playlist,USNPD0500339
"Battle Hymn (feat. Apathy, King Syze, Crypt the Warchild, Jus Allah, Esoteric, Blacastan, Celp Titled, Planetary)",Vinnie Paz,God of the Serengeti,Hip Hop,Playlist,USA561298973
Beautiful Mind,Cormega,Legal Hustle,Hip Hop,Playlist,USKO10404339
46 Bars of Death,Hannibal Stax & Marco Polo,Seize The Day,Hip Hop,Playlist,US92U1304815
All About...,Alias Molombo,All About...,Hip Hop,Playlist,DELR42100036
